keyword,keyword_en,frequency,category
乏血結節,Hypovascular nodule,3,3
肝嚢,Hepatic cyst,3,0
高吸収の成分,High absorption component,3,7
濃染パターン,Enhanced pattern,3,7
増強効果は不均一に低下,Uneven enhancement effect reduction,3,7
造影増強結節,Enhanced contrast nodule,3,3
肝濃度の不均一,Liver density unevenness,3,7
嚢胞肝,Cystic liver,3,0
側副血行路,Collateral circulation,3,7
小さな低濃度,Small low-density,3,7
線状低吸収域,Linear low absorption area,3,7
リピオドールの沈着領域,Lipiodol deposition area,3,7
まだら早期濃染,Patchy early enhancement,3,7
肝SOLs,Liver SOLs,2,3
線状の造影効果,Linear enhancement,2,7
血管腫）,Hemangioma,2,3
高吸収陰影,High absorption shadow,2,7
軟部濃度がら,Soft tissue density,2,7
肝内pneumobilia,Intrahepatic pneumobilia,2,6
グラフト肝周囲液体貯留,Perigraft fluid collection,2,7
air貯留,Air retention,2,6
造影効果にムラ,Patchy enhancement,2,7
pnumobillia,Pneumobilia,2,6
periportal_coller_sign,Periportal collar sign,2,7
嚢胞２つ,Two cysts,2,0
低濃度（periportal_collar）,Low density (periportal collar),2,7
Lipodol集積,Lipiodol accumulation,2,7
液状物,Fluid,2,7
のdensityが低下,Decreased density,2,1
肝pneumobilia,Liver pneumobilia,2,6
索状に低吸収域,Striated low absorption area,2,7
肝管ステント,Bile duct stent,2,7
肝内胆管拡張軽度,Mild intrahepatic bile duct dilation,2,2
造影効果の変化,Contrast effect change,2,7
腫瘤様構造,Tumorous structure,2,3
air-fluid_level,Air-fluid level,2,7
shuntらしき早期,Early shunt,2,7
被包液体貯留,Encapsulated fluid retention,2,7
脂肪沈着域,Fat deposition area,2,1
濃度変化,Density change,2,7
嚢胞性陰影,Cystic shadow,2,0
腫瘤状の病変,Tumorous lesion,2,3
輝度上昇,Increased brightness,2,7
nodule,Nodule,2,3
リング状構造,Ring-shaped structure,2,3
腫瘤状の構造,Tumorous structure,2,3
実質濃度の低下,Decreased parenchymal density,2,7
肝門部結節,Hilar nodule,2,3
生体部分肝移植,Living donor liver transplant,2,7
吸収低下,Decreased absorption,2,7
carvenous_transformation,Cavernous transformation,2,7
腫瘍内部,Tumor interior,2,3
低脂肪化巣,Low-fat area,2,1
金属density,Metal density,2,7
肝内門脈閉塞,Intrahepatic portal vein occlusion,2,7
造影剤残存,Contrast agent residue,2,7
artifact,Artifact,2,7
densityは低下,Decreased density,2,7
実質濃度は低下,Decreased parenchymal density,2,7
内部濃度,Internal density,2,7
結節状の硬化像,Nodular sclerosis image,2,3
脂肪肝化,Fatty liver change,2,1
効果の悪い領域,Poor effect area,2,7
結節状病変,Nodular lesion,2,3
central_scar様の構造,Central scar-like structure,2,7
凹凸変形,Irregular surface,2,4
肝PVシャント,Liver PV shunt,2,7
線状の高濃度,Linear high density,2,7
lipiodol残存,Lipiodol retention,2,7
肝内血管腫,Intrahepatic hemangioma,2,3
石灰化嚢胞,Calcified cyst,2,5
high-iso_lesions,High-iso lesions,2,7
vascular_nodule,Vascular nodule,2,3
小cysts,Small cysts,2,0
高吸収な部分,High absorption part,2,7
内部吸収値の上昇,Increased internal absorption value,2,7
結節状低吸収域,Nodular low absorption area,2,3
血肝管腫,Hemangioma,2,3
結節不変,Unchanged nodule,2,3
lipiodol_retention,Lipiodol retention,2,7
造影効果の低下および亢進,Increased and decreased enhancement effect,2,7
点状構造,Punctate structure,2,7
コントラストが上昇,Increased contrast,2,7
肝吸収値低下,Decreased liver absorption value,2,7
軟部組織吸収域,Soft tissue absorption area,2,7
肝後区域嚢胞,Posterior segment cyst,2,0
ring_enchancement,Ring enhancement,2,3
LC変化,LC change,2,4
肝嚢胞肝,Cystic liver,2,0
PV_shuntい,PV shunt,2,6
肝実質濃度の低下,Decreased parenchymal density,2,1
小結節状の描出,Small nodular depiction,2,3
残肝腫大,Remaining liver enlargement,2,4
造影後低濃度域,Post-contrast low-density area,2,7
液体貯留域,Fluid retention area,2,7
造影やや不良,Slightly poor contrast,2,7
造影効果の不均一,Uneven contrast effect,2,7
外側区腫大,Lateral segment enlargement,2,4
いわゆるperiportal_colar,So-called periportal collar,2,7
リング状増強効果,Ring-shaped enhancement effect,2,3
嚢胞様腫瘤,Cystic tumor,2,0
結節状部分,Nodular part,2,3
肝内低吸収病変,Intrahepatic low absorption lesion,2,7
小濃度結節,Small low-density nodule,2,3
periportal_collarの拡大,Periportal collar enlargement,2,7
肝グリソン鞘浮腫,Glisson sheath edema,2,7
実質濃染,Parenchymal enhancement,2,7
辺縁低吸収,Marginal low absorption,2,7
左右肝管壁肥厚,Thickened left and right bile ducts,2,7
造影効果の低下,Decreased contrast effect,2,7
PCTD_tube,PCTD tube,2,7
軟部濃度の領域,Soft tissue density area,2,7
リピオドール沈着領域,Lipiodol deposition area,2,7
脂肪肝様,Fatty liver-like,2,1
横隔膜下低吸収域,Subphrenic low absorption area,2,7
lipiodolの分布,Lipiodol distribution,2,7
吸収値の不均一,Uneven absorption value,2,7
Epitheloid_hemangioendothelioma,Epithelioid hemangioendothelioma,2,3
総肝管拡張,Common bile duct dilation,2,2
肝脂肪性結節,Hepatic fatty nodule,2,3
脂肪濃度）結節,Fat density nodule,2,3
脂肪肝の急激な進行,Rapid progression of fatty liver,2,1
微少嚢胞,Microcyst,2,0
液面形成,Fluid level formation,2,7
高吸収腫瘤,High absorption tumor,2,3
腫瘤陰影,Tumor shadow,2,3
腎~肝腫瘤,Kidney to liver tumor,2,3
線状高吸収域,Linear high absorption area,2,7
肝表面不整,Irregular liver surface,2,4
造影効果は不均一でした,Uneven contrast effect,2,7
肝外側区嚢胞,Lateral segment cyst,2,0
空洞性病変,Cavitary lesion,2,7
早期濃染する低吸収域,Early enhanced low absorption area,2,7
肝円索上,On round ligament,2,7
造影効果不良の結節,Poorly enhanced nodule,2,3
periportal_collar_edema,Periportal collar edema,2,7
肝微小嚢胞,Liver microcyst,2,0
LDA領域,LDA area,2,7
肝表凹凸,Irregular liver surface,1,4
結節状の陰影,Nodular shadow,1,3
fill-inパターン,Fill-in pattern,1,3
胆管チューブ,Bile duct tube,1,7
ピッグテールドレーン,Pigtail drain,1,7
索状濃染像,Striated enhancement image,1,7
脂肪肝つよい,Strong fatty liver,1,1
実質濃度は不均一に低下,Unevenly decreased parenchymal density,1,7
吸収値が高くヘモジデローシス,High absorption value hemosiderosis,1,7
門脈侵襲,Portal invasion,1,7
肝内コントラスト不良肝嚢胞,Poor intrahepatic contrast liver cyst,1,0
肝PV_shunt,Liver PV shunt,1,7
小結節病変,Small nodular lesion,1,3
小低吸収,Small low absorption,1,7
吸収値は不均一に低下,Unevenly decreased absorption value,1,1
造影増強効果は不均一,Uneven enhancement effect,1,7
脂肪肝の進行,Progression of fatty liver,1,1
肝石灰化嚢胞,Liver calcified cyst,1,5
陰影欠損,Shadow defect,1,7
肝吸収値上昇,Increased liver absorption value,1,7
高吸収なcomplicated_cyst,High absorption complicated cyst,1,0
索状、抜去影,"Striated, retraction shadow",1,7
ひとまわり増大,Slightly enlarged,1,7
肝造影効果は不均一,Uneven liver contrast effect,1,7
SOL様,SOL-like,1,3
Lipiodol集積の欠損,Lipiodol accumulation defect,1,7
液体濃度腫瘤,Fluid density tumor,1,3
被膜様の低吸収域,Capsule-like low absorption area,1,7
造影剤の遺残,Contrast agent residue,1,7
瘢痕化,Scar formation,1,7
ごく小さな嚢胞,Very small cyst,1,0
小さなcyst,Small cyst,1,0
多血結節,Hypervascular nodule,1,3
遠肝性の側副血行路発達,Distal collateral circulation development,1,7
嚢胞様病変,Cystic lesion,1,0
complication_cyst,Complicated cyst,1,0
軟部陰影増生,Soft tissue shadow increase,1,7
低吸収混在域,Mixed low absorption area,1,7
fat_lesion,Fat lesion,1,1
肝実質早期増強効果亢進,Increased early enhancement effect,1,7
瘤様拡張,Aneurysmal dilation,1,7
stentのcollapse,Stent collapse,1,7
造影後不明瞭,Blurred post-contrast,1,7
効果の不均一性,Uneven effect,1,7
肝辺縁の鈍化,Blunted liver edge,1,4
早期増強効果は不均一,Uneven early enhancement effect,1,7
lipiodolが貯留,Lipiodol retention,1,7
VP_shunt,VP shunt,1,7
早期相濃染域,Early phase enhanced area,1,7
占拠物,Occupying lesion,1,7
引き続き早期濃染,Continued early enhancement,1,7
肝実質内石灰化,Intraparenchymal calcification,1,5
コントラスト差,Contrast difference,1,7
グラフトの肝内胆管拡張,Graft intrahepatic bile duct dilation,1,2
線状のair,Linear air,1,7
造影効果低下域,Decreased contrast effect area,1,7
血管腫様病変,Hemangioma-like lesion,1,3
肝内変形,Intrahepatic deformation,1,4
肝A-P_shunt,Liver A-P shunt,1,7
結節状増強,Nodular enhancement,1,3
濃度はまだらに低下,Patchy decreased density,1,1
ring状増強効果,Ring-shaped enhancement effect,1,3
低吸収の領域,Low absorption area,1,7
線状に染まる領域,Linear stained area,1,7
肝辺縁不整,Irregular liver edge,1,4
陥凹変形,Concave deformation,1,4
結節陰影,Nodular shadow,1,3
瘢痕ないし嚢胞,Scar or cyst,1,0
チューブのたわみ,Tube deflection,1,7
濃度が上昇,Increased density,1,7
遠肝性の側副路発達,Distal collateral route development,1,7
腫瘍部分,Tumor part,1,3
低吸収軟部影,Low absorption soft tissue shadow,1,7
肝石灰化巣,Liver calcified lesion,1,5
肝実質高吸収,High absorption parenchyma,1,7
層状血腫,Layered hematoma,1,7
RTBD_tube,RTBD tube,1,7
嚢胞状の構造,Cystic structure,1,0
引き続き肝内胆管拡張,Continued intrahepatic bile duct dilation,1,2
高濃度液貯留,High-density fluid retention,1,7
微小嚢胞性病変,Microcystic lesion,1,0
線状のガス,Linear gas,1,6
lipiodolの沈着,Lipiodol deposition,1,7
石灰化陰影,Calcified shadow,1,5
圧排する腫瘤,Compressing tumor,1,3
嚢胞領域,Cystic area,1,0
造影効果は不均一に低下,Decreased uneven enhancement effect,1,7
門脈gas像,Portal gas image,1,6
壊死領域,Necrotic area,1,7
吸収値の上昇,Increased absorption value,1,7
変性の混合像,Mixed degenerative image,1,7
peumobilia,Pneumobilia,1,6
結節状軟部影,Nodular soft tissue shadow,1,3
delayed_enhancement）,Delayed enhancement,1,7
微小低濃度域,Micro low-density area,1,7
Lipiodol分布,Lipiodol distribution,1,7
楔状低吸収,Wedge-shaped low absorption,1,7
線状のmetal_density,Linear metal density,1,7
厚い嚢胞,Thick cyst,1,0
新出肝腫瘤,New liver tumor,1,3
metal_denity,Metal density,1,7
微小嚢胞複数,Multiple microcysts,1,0
高濃度と低濃度,High and low density,1,7
造影濃染域,Enhanced contrast area,1,7
結節状の低吸収,Nodular low absorption,1,3
肝低吸収腫瘤,Low absorption liver tumor,1,3
造影効果のムラ,Patchy contrast effect,1,7
内部不均一,Internal unevenness,1,7
VPシャントチューブ,VP shunt tube,1,7
吸収値は上昇,Increased absorption value,1,7
微小結節状,Micro nodular,1,3
内部濃度が上昇,Increased internal density,1,7
嚢胞不変,Unchanged cyst,1,0
肝石灰化濃度域,Calcified liver density area,1,5
小早期濃染結節,Small early enhanced nodule,1,3
脂肪肝±うっ血,Fatty liver ± congestion,1,1
結節状軟部濃度域,Nodular soft tissue density area,1,3
早期濃染の顕在化,Manifested early enhancement,1,7
肝実質濃度上昇,Increased liver parenchymal density,1,7
低吸収域外,Outside low absorption area,1,7
結節状の早期増強効果,Early enhancement effect of nodular,1,3
グラフト肝がまだらな低濃度,Patchy low-density graft liver,1,7
思しき索状影,Presumed striated shadow,1,7
腫瘍濃染,Enhanced tumor,1,3
mass_lesion,Mass lesion,1,3
periportal_collar）,Periportal collar,1,7
complicated_cysts,Complicated cysts,1,0
高吸収嚢胞,High absorption cyst,1,0
微細嚢胞,Microcysts,1,0
リング状陰影,Ring-shaped shadow,1,3
脂肪肝肝嚢胞,Fatty liver and liver cyst,1,1
石灰化巣,Calcified lesion,1,5
肝低濃度域,Low-density liver area,1,7
濃度はやや低下,Slightly decreased density,1,7
結節状腫瘤,Nodular tumor,1,3
中肝内胆管拡張,Mid intrahepatic bile duct dilation,1,2
リピオドール集積低下,Decreased Lipiodol accumulation,1,7
っとperiportal_collar,Periportal collar,1,7
小結節状変化,Nodular change,1,3
造影効果減弱域,Decreased enhanced contrast area,1,7
peripotal_collar,Periportal collar,1,7
造影増強効果が低下,Decreased enhanced effect,1,6
ring_enhacement,Ring enhancement,1,3
病変進展,Lesion progression,1,7
肝内胆石,Intrahepatic bile stone,1,5
それぞれ低濃度結節,Respective low-density nodule,1,3
肝内肝外胆管拡張,Intrahepatic and extrahepatic bile duct dilation,1,2
小さい低濃度域,Small low-density area,1,7
脂肪肝左卵巣嚢胞,Fatty liver and left ovarian cyst,1,1
瘢痕様構造,Scar-like structure,1,7
造影濃度むら,Uneven contrast density,1,7
periportal_collar所見,Periportal collar finding,1,7
索状の低吸収,Striated low absorption,1,7
造影効果不良結節,Poorly enhanced nodule,1,3
高濃度領域,High-density area,1,7
腫瘤状の低濃度域,Low-density tumorous area,1,3
高吸収成分,High-density component,1,7
